tweet,existence,existence.confidence
"But wait, I thought no snowstorms in DC were a sign of global warming? Will you guys make up your minds? http://is.gd/86aXa",0,1
kudos to Lindsay Graham on being so strong on climate change.  http://bit.ly/dbMjMa,1,0.6807
"Finally, Rebuttal to Snow Means No Global Warming Nonsense : http://digg.com/d31INSU?t",0,0.6391
RT @mattyglesias: Freak weather events causing massive disruption convince congress that climate change can't be a problem: http://bit.ly/9ifxtg,2,0.6714
"RT @boblatta: DC-area Paralyzed By Snow, Puts Global Warming Bill On Ice  http://amplify.com/u/1ty9",2,0.665
RT @TIME: Another blizzard: What happened to global warming? | http://su.pr/1pjKIT &gt; LOL! Ask Al Gore!!,0,1
"In his latest blog, Nick Bridge wonders how a major weather event affects perceptions about climate change. #snoverkill http://ow.ly/15Xyf",1,0.7111
Time magazine claims 'Global Warming Makes Blizzards Worse': http://bit.ly/bnapE2,1,0.6679
"Big surprise, the GOP is wrong on global warming - it may actually intensify snow storms and hurricanes http://bit.ly/cLl6li (h/t @kombiz )",1,1
Climate change and our identity http://url4.eu/2mhrO,2,0.6913
RT @CBSTopNewsRSS: Snow Storm Fuels Conservatives' Global Warming Mockery http://bit.ly/bqh9ML (via @TheNewsBlotter),1,0.6616
"RT @JMAlderete: TreeHugger: Finally, Rebuttal to 'Snow Means No Global Warming' Nonsense Aired in Mainstream Media http://bit.ly/bimHCU",0,0.6502
RT @MulchTMC: Confused about climate change? There's an app for that. http://bit.ly/cEFQOF,1,0.6099
RT @mmaction RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2,1,0.6505
MSNBC's Ratigan Claims Global Warming Caused 'Snowpocalypse': MSNBC's Dylab Ratigan who hosts his own show on the ... http://bit.ly/bGSlzJ,1,0.6636
"RT @EmpressCGC: Finally, Rebuttal to 'Snow Means No Global Warming' Nonsense Aired in Mainstream Media (Video) http://bit.ly/9LyKDH (via @TreeHugger)",1,1
"Conservatives Use ""Snowmageddon"" to Mock Global Warming http://bit.ly/b7h1p8",2,0.6734
"RT @JasonMattera    another day of shoveling my car out of snow, another day of global warming",0,0.6787
"Inhofe getting last laugh on global warming, IPCC: http://bit.ly/b1A5Nz",0,0.5173
"Tory candidates trained by rightwing group that bad mouths NHS, dismisses global warming & backs waterboarding http://bit.ly/9xKLkd",0,0.472
"Inhofe getting last laugh on global warming, IPCC: http://bit.ly/b1A5Nz",0,0.508
"another day of shoveling my car out of snow, another day of global warming",1,0.6415
You can argue that climate change activists shot their credibility in their rush to make their case and set themselves back,2,0.6687
RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2,1,0.6908
"RT @boblatta    DC-area Paralyzed By Snow, Puts Global Warming Bill On Ice http://amplify.com/u/1ty9",2,0.6334
RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x,1,0.6288
Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x,1,1
Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x,1,0.7014
"Global climate change makes blizzards *more* likely -- for now: http://www.time.com/time/health/article/0,8599,1962294,00.html",1,0.6711
How Global Warming Makes Blizzards Worse http://goo.gl/5UL1,1,1
Global Warming: Climate Scientists Investigate Lost Heat: A new article in 'Science' explores the mystery of the g... http://bit.ly/b7cAt9,1,0.6819
RT @mattizcoop: A branding point: if they'd called it Climate Chaos instead of Climate Change or Global Warming it mighta been better. #sNoMas,2,0.6581
New on http://ekwire.com -- Hannity: Snow Storms 'Contradict Gore's Global Warming Theories' -- http://ow.ly/15SFQ,0,1
RT @mattizcoop: A branding point: if they'd called it Climate Chaos instead of Climate Change or Global Warming it mighta been better. #sNoMas,0,0.4795
A branding point: if they'd called it Climate Chaos instead of Climate Change or Global Warming it mighta been better. #sNoMas,2,0.6944
How climate change = more snowstorms: http://j.mp/cEMCAi,1,1
RT @time D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME http://bit.ly/afRApN,1,0.6724
RT @time D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME http://bit.ly/afRApN,1,1
RT @mmaction Snowstorms Do Not Disprove #Climate Change http://bit.ly/d2ohLB #snowmageddon,1,0.6825
More snow in DC.  The whole area has been buried in what appears to be a case of global warming.,0,0.6592
Opponents of state's global warming law get boost from Adam Smith|Lance Williams The great Adam Smith was a .. http://oohja.com/xbdts,0,0.6621
"RT @JamesAllenShow According to MSNBC, Global Warming causes blizzards http://bit.ly/cfn8jl",1,0.7084
RT @ChrisHarrisKS RT @mmaction Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot,2,0.6751
Media Matters still using junk science 2007 IPCC report on global warming... http://ow.ly/15UdJ,0,1
"I specifically learned in school, winter disproves summer RT @ChrisHarrisKS Snowstorms dont disprove Climate Change http://bit.ly/dfi3es #p2",1,1
RT @kathrynlopez    a climate change on climate change http://tinyurl.com/yeyljlc,0,0.6473
RT @mmaction Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot,1,1
"Um, how 'bout global warming...RT @FamousDC: Who To Blame for All This Snow? http://bit.ly/9Vvimp",1,0.4498
RT @mmaction: Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot,1,0.7047
Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot,1,1
Opponents of state's global warming law get boost from Adam Smith|Lance Williams The great Adam Smith was a .. http://oohja.com/xbdp2,2,0.6922
"Sign up for the next Earthscan Earthcast: Climate Change and Business Success, 2/23/2010, 12:00 (EST) http://ow.ly/15TZB",1,0.6795
Ratigan: Climate scientists predictions right... These #snowpocalypses are bc of global warming. http://bit.ly/acIIGz,1,1
RT @timrote @kate_sheppard @worldresources: Reading - D.C. snowstorm: How #global warming makes blizzards worse (@TIME) http://bit.ly/aOTK6S,1,0.685
How global warming makes bizzards WORSE! http://bit.ly/cLl6li #snowtorious #snowmageddon /via @Noreen1,1,0.6713
WaPo: Senate offers some hope for legislation to combat climate change http://is.gd/83eKc,1,1
How global warming makes bizzards WORSE! http://bit.ly/cLl6li #snowtorious #snowmageddon,1,1
RT @mattyglesias: Freak weather events causing massive disruption convince congress that climate change can't be a problem: http://bit.ly/9ifxtg,0,0.6671
RT @MilesGrant: RT @EricBoehlert Why won't Drudge acknowledge snow-less 'Global Warming Games' in Vancouver? http://ow.ly/15S0O #climate,1,1
RT @mattyglesias: Freak weather events causing massive disruption convince congress that climate change can't be a problem: http://bit.ly/9ifxtg,1,0.3496
RT @newsbusters: RT @coffeeman3lb: @newsbusters good morning obama is buying snow shovels for shovel ready global warming around the white house,0,0.678
"Earth Day 2010 looks beyond climate change|Oftentimes, Earth Day goes largely unnoticed. But this year, there has .. http://oohja.com/xbdoO",2,0.6505
RT @mattyglesias Freak weather events causing massive disruption convince congress that climate change isn't a problem: http://bit.ly/9ifxtg,0,0.7035
RT @coffeeman3lb: @newsbusters good morning obama is buying snow shovels for shovel ready global warming around the white house,0,0.7088
Need a cozy place to survive the #snomegeddon? FOR RENT: Snowfort in #DC http://bit.ly/bHQa2J #snoverkill (but beware #climate change),1,0.6861
"Irony alert: Senate cancels hearing on ""Global Warming Impacts, Including Public Health, in the U.S."" due to blizzard http://bit.ly/9nzHsE",2,0.6823
RT @EricBoehlert Why won't Drudge acknowledge snow-less 'Global Warming Games' about to kick off in Vancouver? http://ow.ly/15S0O #climate,1,0.7068
RT @ClarksonUniv: NASA Grant will enable Clarkson & NYSERDA to Improve Climate Change Education in New York State http://bit.ly/9M4Hji,1,0.8351
Well that takes care of the global warming agenda for the year. They'll have to hire some new guys to go back and rewrite the record books.,0,0.6703
RT @redostoneage The Missing Heat #global warming #climate change #green #eco http://bit.ly/9ZNyEt #tcot #p2 #climategate,0,0.3563
"I already knew this (as I'm sure most of my FB buds out there do too), but newsflash to all #climate #change doubters: http://trunc.it/5d2f0",1,0.6477
RT @rorycooper  Seriously? Reaching. RT @Drudge_Report TIME MAG: How Global Warming Makes Blizzards Worse http://drudge.tw/9oXiLZ,1,0.4686
Cost of global warming shutting down the federal government in DC for #snOMG2 per day- $100 million. Sounds like an argument for cap & trade,1,0.6741
Seriously? Libs really reaching. Ha! RT @Drudge_Report TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ,0,1
Wash Post editorial: Senate offers some hope for legislation to combat #climate change http://bit.ly/afXhpx,1,1
This is a talk that needs to happen! RT @Drudge_Report: TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ,1,1
RT @robport: Time to admit it. Climate change is a conservative conspiracy to keep enough snow falling on DC to keep Congress in recess.,0,0.7099
"RT @NWF: BudBurst volunteers needed: to look for ""ten most wanted"" plants to assess clues to climate change: http://bit.ly/bdlpVW",1,1
Climate-change legislation buried under record snowfall in capital - TheHill: http://bit.ly/acTaix via @addthis,2,0.7021
Climate-change legislation dying under record DC snowfall http://bit.ly/9ifxtg,0,0.6989
"Watch: Inhofe Decries Creation of Obama's New Global Warming Bureaucracy, Seeks Accountability  http://bit.ly/aRYZwm #fb",2,0.6807
"crisis of confidence in IPCC, and Obama is turning a blind eye by creating global warming bureaucracy  http://bit.ly/aRYZwm #climategate",2,0.5862
The List: Who's Willing to Act on Climate Change - What's the most-watched web page by the international climate ch... http://ow.ly/16xLy3,1,0.6558
"Crippled By Blizzard, DC Announces New Global Warming Agency by Phone: http://bit.ly/df6Iag",2,0.6551
Are you engaging climate change sceptics in rational discussion - which is what science is about? Or giving fruitcakes a field-day?,1,1
Energy and Global Warming News for February 9: Ford to unveil electric Transit Connect van today http://bit.ly/c6CkhC,2,0.6471
"Do We Finally Have Proof that Global Warming by CO2 Emissions is a Hoax?, FamilySecurityMatters.org http://bit.ly/9PbE20 #climategate",0,1
"Climate change guru packs CU auditorium|For Abraham Lincoln, it was slavery, and for Winston Churchill it was .. http://oohja.com/xbbVp",2,0.6409
NOAA Releases Wealth of Climate Change Data to Public (via my6sense) http://tinyurl.com/yjuj5a5,1,1
Food Research International: The food cold-chain and climate change http://bit.ly/8YEMsH (abstract),1,1
"Those distinctions make it a fundamentally different issue to deal with than climate change itself. Much more research is needed, ASAP.",2,0.6653
"Like climate change, the risks/rewards of geoeng are unequally distributed, but geoeng can be done relatively easily, cheaply, and quickly.",1,1
"The question isn't whether a country will think the risks of geoeng (to them) are outweighed by global warming, but when and how we respond.",1,0.6964
EdDriscoll: RT @robport: Time to admit it. Climate change is a conservative conspiracy to keep' http://goo.gl/fb/YTii,0,1
"17. Moral authority - do we have the rt. to do this? Takeaway: geo-eng has a LOT OF RISKS (then again, so does runaway climate change). :(",1,1
RT @newsbusters: Brilliant: 'Vagina Monologues' Creator Tells Palin to Look at 'Earthquakes and Tsunamis' for Global Warming Proof http://ow.ly/16xANa,1,1
Brilliant: 'Vagina Monologues' Creator Tells Palin to Look at 'Earthquakes and Tsunamis' for Global Warming Proof http://ow.ly/16xANa,1,0.6922
RT @Mommy4Cocktails:RT @JimDeMint:going 2 keep snowing in DC til Al Gore cries uncle/Weather Channel says freaky snow IS b/c global warming,0,0.4901
Betting on Climate Change: Corporations Stand to Make or Lose Billions|Is the planet really warming up? Just ask .. http://oohja.com/xbbEA,2,0.7665
Brilliant: Vagina Monologues Creator Tells Palin to Look at 'Earthquakes & Tsunamis' for Global Warming Proof http://is.gd/83mbc #fail #tcot,1,0.6818
RT @balmeras  RT @LoveEarthAlways Our Extreme Weather Predicted By Global Warming Models 20 Years Ago http://is.gd/83elN,1,1
"Sarah Palin calls global warming studies ""snake oil""  http://bit.ly/bA4jeQ",2,0.653
RT @LoveEarthAlways Our Extreme Weather Predicted By Global Warming Models 20 Years Ago http://is.gd/83elN,1,1
Climate change and acidification threaten 82 types of coral: http://bit.ly/bXfTxZ,1,0.6637
Climate change and acidification threaten 82 types of coral: http://bit.ly/bXfTxZ,1,1
Shannon L. Goessling: Taking EPA global warming rules to court http://goo.gl/fb/ydjZ,2,1
Shannon L. Goessling: Taking EPA global warming rules to court: http://bit.ly/bDDhHk,0,0.697
RT @dailykos: Climate Change Skeptics Discredited http://bit.ly/bWsUBZ,1,0.6717
Betting on Climate Change: Corporations Stand to Make or Lose Billions|Is the planet really warming up? Just ask .. http://oohja.com/xbbAz,2,1
RT @washdcnews: Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://dlvr.it/1c2p,0,0.6591
Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://dlvr.it/1c2p,0,1
"Senate hearing ""Global Warming Impacts, Including Health... "" is canceled due to freezing temperatures and 4 feet of snow in the nat's cap.",2,1
RT @SportsCenter: Vancouver's airlifting in snow for Olympic Training. Global Warming - 1 Winter Sports - 0.,2,0.6424
RT @TheMRC: @MSNBC's @DylanRatigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgjl,1,0.7033
"Fed gov't closed for 3 days in a row. That's 3 days of them not messing with our freedom. Thank you, global warming!",1,0.7523
My love burns hotter for your than the global warming that is killing the earth. #DemVDaycards,1,1
"BusinessWeek: Is Global Warming a ""Crock of S*%t?"" http://bit.ly/czm7TD @BW #agw #skeptic",2,0.6567
Schwarzenegger urges valley CEOs to defend global warming act|California Gov. Arnold Schwarzenegger blasted .. http://oohja.com/xbbAt,2,0.6526
Irony?  Headline on Drudge - Senate global warming hearing cancelled... http://bit.ly/9iHiVZ #tcot,0,0.6868
RT @mmfa: Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #noisemachine #climate,1,1
RT @mmfa Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #climate #green,1,0.3623
"RT @wonkroom: RT @owillis: RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",1,0.6699
Global Warming and Fat Trees http://bit.ly/cwOC5F,2,0.6874
"RT @owillis: RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",1,0.7084
"RT @owillis: RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",0,0.5972
"RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",1,1
This reads like an Onion Headline -- Scientists: Global Warming Real Despite Harsh Winter -- http://bit.ly/ax892N,2,0.3367
Brain Freeze: Conservative media still using winter weather to attack  global warming http://dlvr.it/1bfT,1,0.6775
RT @owillis: RT @mmfa Brain Freeze: Conservative media still using winter weather 2 attack global warming http://bit.ly/9nKEcc #p2,0,0.649
RT @mmfa Brain Freeze: Conservative media still using winter weather 2 attack global warming http://bit.ly/9nKEcc #p2 #noisemachine #climate,1,0.6318
RT @mmfa: Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #noisemachine #climate,1,0.6969
Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #noisemachine #climate,1,0.6646
RT @myfoxnation: @SarahPalinUSA Calls Global Warming Studies 'Snake Oil' http://fxn.ws/93AH7g,2,1
RT @JosieDC Due to snow of course RT @Drudge_Report Senate global warming hearing cancelled http://drudge.tw/dyAWzC //that's horrible! lmao,0,0.6451
RT @jmac82 Due to snow of course RT @Drudge_Report    Senate global warming hearing cancelled... http://drudge.tw/dyAWzC // lol,0,0.6579
Due to snow of course RT @Drudge_Report    Senate global warming hearing cancelled... http://drudge.tw/dyAWzC,0,1
"so, is it human abuse that results in another horror story like #ashtag..(hello, global warming!?...and will we ever stop?) what do u think?",1,1
Media Matters Minute: DC Snowpocalypse Sends Conservative Media Into Climate Change Frenzy: http://bit.ly/bU2I3r #p2 #snowpocalypse,2,1
"Come to ""Disclosures of Climate Change Impacts"" Monday, February 22 from 12:00 pm to 1:30 pm. Over the past 10... http://bit.ly/aXyu7x",1,0.6843
just posted our upcoming 2/22 webinar on SEC's recent hearing regarding disclosure of climate change business impacts - http://bit.ly/aRb8gc,2,0.695
"In the middle of day at least 8 days of Snowmageddon, Obama Administration pushing new agency to study Global Warming. Seriously.",0,1
Irony on line 1: DC blizzards forces change in government climate change announcement.  http://bit.ly/cUoJdY,2,0.3429
"Todays sci lesson: Warm air holds more moisture, hits cold air == #snowmageddon. So yes, blizzards are sign of global warming.",1,1
RT @kombiz MO GOP / Blunt Attack Vote vets for climate change ads while wingers question vets service - http://bit.ly/auJCtO,2,1
MO GOP / Blunt Attack Vote vets for climate change ads while wingers question vets service -  http://bit.ly/auJCtO,2,0.6631
Our 'watchdog press' enabled the global warming hoax: http://bit.ly/b6LKba,0,1
Night of the Living Dead Idea--Climate Change and Homeland Security? |Conservative Policy News.: http://bit.ly/bm1a3i via @addthis #tcot,2,0.6794
"TQM, anthropogenic global warming, and some terrific and informative resources on the topic combine for a... http://bit.ly/bsTYFN",1,0.6294
Great analysis of climate change policy by Harvard Prof. Robert Stavins http://bit.ly/brgGmF,2,0.6318
Climate change movement dead? http://bit.ly/bhx3PG,2,1
"Ever the comedian, Oberstar said Washingtonians are ""counting on global climate change"" to melt the snow",2,0.6575
http://bit.ly/9rtbvm Huffpost - Wash Times owned&operated by morons--global climate change is based fact-detracters claim snow undemines it,1,0.6617
Sen. Inhofe's Family Builds Igloo for Global Warming Spokesman Al Gore in Snow-laden D.C. http://ow.ly/16xlOZ,0,0.6988
New and improved site: http://www.adventures-in-climate-change.com/ Check it out!!,1,0.6495
LOL! &gt; RT @BowlMeOverVa Sen. Inhofe's Family Builds Igloo 4 Global Warming guy Al Gore in Snow-laden D.C. - http://tinyurl.com/ydjmzd3 #tcot,0,0.6632
RT @washdcnews: GOP senator's family builds igloo to mock global warming http://dlvr.it/1Zxn,0,0.4991
What does disprove it is dishonest scientists -&gt; RT @briandevine @andrewbreitbart I bet you think snow disproves climate change. Idiot,1,1
Indigenous People take over mining firm in the wake of Climate Change conference http://bit.ly/9io10Y by @indigenous_news,1,0.6299
GOP senator's family builds igloo to mock global warming http://dlvr.it/1Zxn,2,0.6756
Now is the time to attack the soft underbelly of unsubstantiated global warming alarmism: http://bit.ly/agVviO #agw @amspec,0,1
"Seriously, how is this helping to get people to work against climate change? http://bit.ly/bdEr0I",1,0.6488
"Where are the global warming nutjobs with their signs??? RT @JimDeMint: It's going to keep snowing in DC until Al Gore cries ""uncle""",0,1
NOAA Climate Change Announcement cancelled for today. http://bit.ly/9LR4N6,2,0.6593
RT @MikeRwithCRC: Climate change activist proponent Ian Katz complains that global warming debate has fallen apart.  http://bit.ly/bcEzBs,1,1
Snowmageddon' in DC and we still can't see global warming/weirding at work. Theologians call it 'willful blindness.' http://bit.ly/aK8oAG,1,1
"Clearly the #snowmageddon is disproving global warming RT @JimDeMint It's going to keep snowing in DC until Al Gore cries ""uncle""",0,1
Betting on Climate Change: Corporations Stand to Make or Lose Billions http://viigo.im/3dtg,2,1
I foresee a 1st Helpful Manual from new Obama Global Warming Agency:  How to prevent Spontaneous Human Combustion [SHC] in your home.,2,0.6331
"Obama should appoint himself director of new Global Warming Agency--he would be pre-eminently qualified, he blows a lot of hot teleprompter.",1,0.6919
How much time before a clever politician will claim this cold weather proves there_Çs no global warming? Tip: ask your science advisor first.,0,0.6455
"U.S. Climate Change Portal Could Birth Entirely New Industries:  At long last, we can access the government's clim... http://bit.ly/ckuIf8",1,0.6923
One Million Women' a Starting Point on #Climate Change http://bit.ly/cBcsCa,1,0.7084
"Spontaneous Human Combustion [SHC]:Since every human body has electrical field & flammable gases, global warming cud ignite these gases.",1,0.646
African Farmers Urged to Innovate to Offset Climate Change: Source: Bloomberg - Africa's failure to embrace modern... http://bit.ly/aym1Uc,1,1
Transit bills fight climate change http://bit.ly/99fGgK,1,0.6875
"Geoengineering is a diplomatic nightmare for the same basic reasons that climate change is a diplomatic nightmare, but worse. Why? (cont'd)",1,1
"WSJ Econ roundup. // http://on.wsj.com/9JViRX Secondary Sources: Consumer Agency, Euro Crisis, Climate Change  via @tweetmeme",2,0.6434
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgjl,1,0.7012
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgTm,1,1
Interested in how the US Fish and Wildlife Service (@USFWSHQ) is addressing #climate change and fish/wildlife? http://bit.ly/imALM #science,1,1
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming (Video) http://is.gd/818dp #tcot #snOMG,1,0.6362
Researchers study how #climate change chases #fish from streams | Great Lakes Echo http://bit.ly/bRVMlT #habitat #science,1,1
Is Climate Change Legislation Dead in 2010? | http://bit.ly/aTeIsq,2,1
U.S. Climate Change Portal Could Birth Entirely New Industries | http://bit.ly/b7lBwM,1,1
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://bit.ly/943TCj,1,0.6619
"NOAA to create new #climate change office to provide data to govts, industry, academia http://nyti.ms/ar34Mw",2,0.6592
RT @ecopolitologist: Communicating #Climate Change: Kate Sheppard on the Politics Beat http://bit.ly/drvGoh,1,0.7237
"Obama administration creates climate change agency, IPCC chief under scrutiny & more. Tuesday's Reads | http://bit.ly/anQG5G",2,0.3568
RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,0,0.6367
RT @climatedebate: Climate change aids invasive plants:  http://bit.ly/bbH0U7,1,0.691
RT @OneClimate: Palin likens global warming studies to 'snake oil'  http://bit.ly/bvfjK3 #climate,2,0.6939
New federal #climate change agency forming: http://ow.ly/15rAF,1,0.6621
"Invasive News: Climate change aids invasive plants - UPI.com: UPI.comClimate change aids invasive plantsUPI.com""Ou... http://bit.ly/b9H1T8",1,0.7231
RT @mattyglesias Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,0,0.6585
RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,0,0.6694
"I am amused that NOAA has created an office on global warming & the announcement set for yesterday was disrupted due to, uh, blizzards.",0,0.6528
Climate change movement dead? http://bit.ly/9clxKG,0,0.6792
"Hot Air Obamateurism of the Day: Maybe Barack Obama hasn't read the memo yet, but anthropogenic global warming has... http://bit.ly/cDoUf1",1,0.4868
Ten reasons why examining climate change policy through an ethical lens is a practical imperative http://bit.ly/bDd1pp,1,1
Pres Obama wants to create a new federal office for global warming. // How do we stop this before it's started?? #tcot,0,0.6782
And the hits keep on coming. RT @foxandfriends Pres Obama wants to create a new federal office for global warming ... good or bad thing?,2,0.4917
"Climate change will mk the world more fragrant, as warming temperatures mk plants release more chems http://bit.ly/dw6wQq (via @bbcscitech)",1,1
"New federal office for global warming by Jennifer Haberkorn, Washington Times http://bit.ly/98vxAB",2,1
"New federal office for global warming by Jennifer Haberkorn, Washington Times http://bit.ly/bOOrLk #climategate",1,0.4678
NOAA - Blizzard Rearranges Climate Change Announcement: http://bit.ly/bTKA9x #agw #wsj #snowmageddon,2,0.7104
"Sir David King: Half Right on the IPCC and Global Warming Policies, Despite Bad Logic http://bit.ly/blSiI2",1,0.4972
RT @justkarl: Obligatory: Blizzard Rearranges NOAA Climate Change Announcement http://is.gd/7Z68T,2,1
"RT @milrey76 wait, how did the Commerce Sec. announce a new climate change tracking system today? Wasn't the govt shut down due to snow?",2,0.682
And Mother Nature reinforces the fact that global warming is but a left-wing conspiracy by bringing yet MORE SNOW. http://bit.ly/cn8jen,0,1
"RT @sbthistle: More snow 4 DC. Hope anti-climate change members of Congress & lobbyists, r paying attention. http://tinyurl.com/yedwvex #co2",1,0.7585
Weather apparently only relevant when global warming is supported. http://bit.ly/bmnKp6,0,0.6242
RT @FederalLobbyist: CLIMATE CHANGE? Blizzrd Rearranges Announcement of Feds New Global Warming Office! http://bit.ly/cjiqDh Have to grin!,0,0.883
"No weather event can be attributed exclusively to climate change, but heavier precipitation is consistent w/ climate scientists' theories.",1,1
"RT @usnoaagov: Com. Sec. Locke: ""NOAA Climate Service will help tackle head-on the challenges of mitigating and adapting to climate change.""",1,0.6457
RT @ClimateScam: #climategate : Weather apparently only relevant when global warming is supported. http://bit.ly/dfxl79,0,1
"RT @jeffreydmorgan: Good info-easy read. IR pros should read! SEC ""Climate Change Disclosure Release Guidance""  http://sec.gov/rules/interp/2010/33-9106.pdf",2,1
10 to 20 inches for D.C. region Tuesday into Wednesday? Stop the global warming! http://ow.ly/15hyn #Snowpocalypse @KEder @wikipublius,1,0.6597
GLOBAL WARMING: NOAA Proposes New Climate Service - http://bit.ly/codcdY,2,0.652
"Hah hah! RT @mvaughn25: Too funny, govt had to delay announcing new ""Global Warming Office"" due to DC blizzard http://bit.ly/bTKA9x",0,0.6606
"When I see a warning for ANOTHER 10-20"" of snow I wish girls still used 3 cans of AquaNet per day to speed up the global warming process",0,1
RT @ClimateScam: Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN,0,0.6592
Another 20 in. of snow possible. Who Dat say there's global warming? http://bit.ly/baPDnN #tcot  #globalwarming,0,1
"RT @boliviaun 6:30 pm Live, Ivan Canelas, spokesperson of Bolivian presidency, at climate change conf #cochabamba! http://is.gd/bzLVM #cmpcc",2,1
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/cXYmem #tcot",1,0.6477
RT @NASA: Our colleagues at NOAA have launched a special climate service to track climate change trends at Climate.gov,1,0.6371
RT @txvoodoo: Dr Jeff Masters of @wunderground has a great blog about storms & global warming: http://is.gd/7YoX4,1,1
Water at core of climate change impacts: experts http://bit.ly/9lFhiP ...,1,1
"RT @WeCanLead Odds schmodds. RT @senatus: Despite long odds, groups continuing to push Senate on #climate change bill - http://is.gd/7XYkr",2,1
"Exxon Still Orchestrating Campaign to ""Undermine Public Acceptance of Global Warming"" http://bit.ly/ceX6Hi (via @treehugger + @NatalieLin)",1,0.6635
Laughable. // NOAA: Blizzard Rearranges Climate Change Announcement    http://on.wsj.com/cZAaP0  via @tweetmeme,0,0.4751
"I don't know about global warming, but I'm ready to sign-up on the Global Cooling bandwagon. #globalcooling #snowpocalypse 10-20",0,0.5134
RT @washdcnews: NOAA: Blizzard Rearranges Climate Change Announcement http://dlvr.it/1XLW,2,1
Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ,1,0.6699
"Post: ""Smart electric meters may be delayed in face of cooling concerns about climate change"" http://tinyurl.com/yfabxr9",2,1
NOAA: Blizzard Rearranges Climate Change Announcement http://dlvr.it/1XLW,1,0.6572
RT @WSJWashington: NOAA: Blizzard Rearranges Climate Change Announcement http://on.wsj.com/ayzhTE,2,0.7127
NOAA: Blizzard Rearranges Climate Change Announcement http://on.wsj.com/ayzhTE,2,0.6569
"True, but EPA is less susceptible here than Congress. RT @drgrist ""Lobbyists rush to block EPA action on climate change http://is.gd/7Y8K3""",2,1
Global warming deniers need to STFU. Climate change causes an increase in GLOBAL (not necessarily local) temps & larger storms. And oh look!,1,1
US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: New York Times (blog) The Obama administr... http://nyti.ms/ae6mk0,1,0.6434
The great global warming alarmist meltdown continues: http://bit.ly/92VvOv #ipcc #tcot #climate,0,0.6742
RT @Dofang Batman said it best on global warming: http://twitpic.com/11rlcm,1,0.6421
Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ,1,1
2 ft of snow on the ground and Obama administration has press conference to announce global warming tracker. Clueless. http://tr.im/Nn7P,0,1
Here we go again. Thank G#d for global warming? Another big snowstorm forecast for U.S. East Coast. http://bit.ly/cseILR,0,0.686
"RT @DougBenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",1,1
